LLM_Password_Len8,LLM_Password_Len8-12,LLM_Password_Len16,LLM_Password_Len13-17,Password_symbol_changed_Len8,Password_symbol_changed_Len8-12,Password_symbol_changed_Len16,Password_symbol_changed_Len13-17,Password_position_swap_Len8,Password_position_swap_Len8-12,Password_position_swap_Len16,Password_position_swap_Len13-17
1.3979400086720375,4.797959643737196,9.204119982655923,9.204119982655923,8.000000004342944,11.023663959324162,14.843830533974087,14.327252851390673,8.000000004342944,12.000000000000433,15.477121269196143,15.477121269196143
4.045322978786657,7.000434077479318,8.000715995361274,8.103105553188232,4.045322978786657,7.000434077479318,8.000715995361274,8.103105553188232,4.045322978786657,7.000434077479318,8.000715995361274,11.51864552433031
1.3979400086720375,5.186391215695493,9.204119982655923,9.204119982655923,8.000000004342944,11.458184450691936,15.000000000004343,15.000000000004343,8.000000004342944,12.000000000000433,15.647382979896024,15.948461870061283
2.08278537031645,2.08278537031645,8.26813146741328,8.001716409895318,5.546394583298744,5.546394583298744,14.0109953734441,15.010994992350515,8.000000004342944,8.000000004342944,15.241147887336771,16.241147864904203
4.164947372621842,7.623352681537991,11.623249300738244,12.16293555492469,4.164947372621842,7.53001415461815,11.623249300738244,12.16293555492469,4.164947372621842,7.623352681537991,11.623249300738244,12.292178955081816
7.458335625991946,10.658893216264728,14.876448844599558,15.451939285780924,7.458335625991946,10.658893216264728,14.876448844599558,15.451939285780924,8.000000004342944,10.877025615867247,14.876448844599558,15.670387803337666
5.668236777099968,7.617524534886291,8.226280188052153,8.226280188052153,5.668236777099968,7.617524534886291,13.617419746841975,13.617419746841975,5.668236777099968,7.617524534886291,13.617419746841975,13.617419746841975
6.829561056299392,8.253407099183763,10.478566495593842,11.477265995424853,6.829561056299392,8.253407099183763,10.478566495593842,11.477265995424853,6.829561056299392,8.253407099183763,10.478566495593842,11.477265995424853
0.9542425094393249,4.661812685537261,8.000715995361274,4.176091259055681,4.909556029241175,8.247193289950612,11.51864552433031,4.176091259055681,4.909556029241175,8.247193289950612,11.51864552433031,4.176091259055681
7.793916046584255,8.000043427276863,9.531478917042254,8.000043427276863,7.793916046584255,8.000043427276863,9.531478917042254,8.000043427276863,7.793916046584255,8.306732034912025,8.753245909414035,8.306732034912025
5.044539760392411,5.044539760392411,13.480583222985794,11.480725378988486,5.044539760392411,5.044539760392411,13.480583222985794,11.480725378988486,5.044539760392411,5.044539760392411,13.480583222985794,11.480725378988486
8.000000004342944,10.478566495593842,,10.000000434294265,8.000000004342944,10.478566495593842,,10.000000434294265,8.000000004342944,10.478566495593842,,10.000000434294265
6.872402439196231,8.695481676490196,11.23470958580684,9.278753600952829,7.000434077479318,8.695481676490196,11.23470958580684,9.278753600952829,7.157456768134225,8.099846318049929,11.412594931118479,9.602951290682046
6.004321373782642,6.004321373782642,,10.178976947293169,6.004321373782642,5.941511432634402,,10.178976947293169,4.045322978786657,4.045322978786657,,10.000000434294265
4.30102999566398,8.000043427276863,,8.000715995361274,4.30102999566398,8.000043427276863,,8.000715995361274,4.30102999566398,8.000043427276863,,8.000715995361274
4.30102999566398,8.000043427276863,11.176380692243269,11.176380692243269,4.30102999566398,8.000043427276863,11.176380692243269,11.176380692243269,4.30102999566398,8.000043427276863,11.477265995424853,11.477265995424853
4.30102999566398,4.176091259055681,8.04099769242349,8.000715995361274,4.30102999566398,8.000043427276863,12.000000004342944,9.000004342923104,4.30102999566398,8.000043427276863,12.000000004342944,9.000004342923104
4.045322978786657,7.000434077479318,11.000000043429445,12.000000004342944,7.544688022302677,10.637584183293697,15.238893179986434,16.23866762812697,7.544688022302677,7.000434077479318,11.000000043429445,12.000000004342944
4.631443769013171,8.00281136287508,12.00093914453075,12.00093914453075,4.631443769013171,8.00281136287508,12.00093914453075,12.00093914453075,4.631443769013171,8.00281136287508,8.77232170672292,8.77232170672292
8.000000004342944,8.815843290663265,,11.51864552433031,8.000000004342944,8.815843290663265,,11.51864552433031,8.000000004342944,8.815843290663265,,11.51864552433031
6.004321373782642,8.695481676490196,,11.000000043429445,5.852967691028818,8.695481676490196,,11.000000043429445,5.852967691028818,8.695481676490196,,11.000000043429445
8.000000004342944,11.000000000004341,15.518513953038324,14.00000000004343,8.000000004342944,11.000000000004341,15.518513953038324,14.00000000004343,8.000000004342944,11.000000000004341,14.00000000004343,14.00000000004343
8.000000004342944,12.000000000000433,16.0,13.000000000000043,8.000000004342944,12.000000000000433,16.0,13.000000000000043,8.000000004342944,12.000000000000433,14.518514071482254,13.000000000000043
6.423245873936808,8.806179973983888,,8.806179973983888,6.423245873936808,8.806179973983888,,8.806179973983888,6.423245873936808,10.899273187317602,,10.899273187317602
8.000000004342944,12.000000000000433,11.789580719214658,13.308096788471934,8.000000004342944,12.000000000000433,11.789580719214658,13.308096788471934,8.000000004342944,12.000000000000433,11.789580719214658,13.308096788471934
8.000000004342944,11.023663959324162,12.477135730961121,9.000004342923104,8.000000004342944,11.023663959324162,12.477135730961121,9.000004342923104,8.000000004342944,11.193402903062415,14.495544337546448,12.193152436852076
8.000000004342944,8.806179973983888,12.732401802238906,13.732394564071264,8.000000004342944,8.806179973983888,12.732401802238906,13.732394564071264,8.000000004342944,10.899273187317602,14.898725236424651,15.89872518707301
8.000000004342944,8.806179973983888,,11.732474177281192,8.000000004342944,8.806179973983888,,11.732474177281192,8.000000004342944,10.899273187317602,,13.898725729940764
8.000000004342944,11.000000043429445,,11.000000043429445,8.000000004342944,11.000000043429445,,11.000000043429445,8.000000004342944,12.000000000000433,,12.000000000000433
8.000000004342944,10.195899652409233,,12.193152436852076,8.000000004342944,10.195899652409233,,12.193152436852076,8.000000004342944,10.195899652409233,,12.193152436852076
8.000000004342944,12.000000000000433,12.308116015865613,12.965676671351403,8.000000004342944,12.000000000000433,12.308116015865613,12.965676671351403,8.000000004342944,12.000000000000433,12.308116015865613,13.266704316956094
8.000000004342944,12.000000000000433,12.308116015865613,12.965676671351403,8.000000004342944,12.000000000000433,12.308116015865613,12.965676671351403,8.000000004342944,12.000000000000433,12.308116015865613,13.266704316956094
8.000000004342944,12.000000000000433,12.308116015865613,12.965676671351403,8.000000004342944,12.000000000000433,12.308116015865613,12.965676671351403,8.000000004342944,12.000000000000433,12.308116015865613,13.266704316956094
8.000000004342944,11.000000043429445,,11.000000043429445,8.000000004342944,11.000000043429445,,11.000000043429445,8.000000004342944,12.000000000000433,,12.000000000000433
1.2304489213782739,4.045322978786657,8.006466042249231,8.06069784035361,6.339491191842544,5.5060176998511325,14.814620515851523,15.814620455954346,8.000000004342944,8.324430625292386,12.12450422809475,13.124504225160328
4.30102999566398,8.000043427276863,11.176380692243269,11.176380692243269,8.000000004342944,12.000000000000433,15.000000000004343,15.000000000004343,8.000000004342944,12.000000000000433,16.0,16.518513941193927
6.768786046908013,7.29460553077817,12.130886739646561,12.654869319468522,8.000000004342944,8.827375735721244,16.0,17.0,5.945139539066995,6.899338901561075,10.000000434294265,11.000000043429445
4.30102999566398,8.000043427276863,10.002986299450217,8.001602193372284,4.30102999566398,8.000043427276863,10.869349080759092,8.001602193372284,4.30102999566398,8.000043427276863,12.000000004342944,11.000000043429445
0.9542425094393249,6.004321373782642,5.770852011642144,8.000043427276863,8.000000004342944,12.000000000000433,16.0,14.000000000000002,8.000000004342944,12.000000000000433,16.0,14.000000000000002
4.045322978786657,7.000434077479318,11.000000043429445,8.000715995361274,4.045322978786657,7.000434077479318,11.000000043429445,8.000715995361274,4.045322978786657,7.000434077479318,11.000000043429445,9.000004342923104
4.30102999566398,8.000043427276863,8.000715995361274,8.000715995361274,4.30102999566398,8.000043427276863,8.000715995361274,8.000715995361274,4.30102999566398,8.000043427276863,8.000715995361274,8.000715995361274
8.000000004342944,11.000000000004341,,11.000000000004341,8.000000004342944,11.000000000004341,,11.000000000004341,8.000000004342944,11.000000000004341,,11.000000000004341
7.317436496535098,8.60205999132796,12.16230148022087,8.362105319293772,7.317436496535098,8.60205999132796,12.16230148022087,8.362105319293772,7.317436496535098,8.60205999132796,12.16230148022087,8.362105319293772
8.000000004342944,11.301030017378704,14.77945225556997,14.77945225556997,8.000000004342944,11.301030017378704,14.77945225556997,14.77945225556997,8.000000004342944,12.000000000000433,15.302330928686562,15.302330928686562
8.000000004342944,8.000043427276863,12.477135730961121,9.531478917042254,8.000000004342944,8.000043427276863,12.477135730961121,9.531478917042254,8.000000004342944,12.000000000000433,16.0,13.000000000000043
4.30102999566398,8.000043427276863,11.692053365034079,11.692053365034079,4.30102999566398,8.000043427276863,11.692053365034079,11.692053365034079,4.30102999566398,8.000043427276863,12.000000004342944,12.981365509078543
8.000000004342944,12.000000000000433,10.478566495593842,11.477265995424853,8.000000004342944,12.000000000000433,10.478566495593842,11.477265995424853,8.000000004342944,12.000000000000433,15.477121269196143,16.477121256167308
